ProteinID,322_WT_M_imputed_intensity,364_Mut_M_imputed_intensity,393_WT_F_imputed_intensity,323_WT_F_imputed_intensity,343_HET_M_imputed_intensity,344_WT_M_imputed_intensity,345_Mut_M_imputed_intensity,346_Mut_M_imputed_intensity,347_WT_M_imputed_intensity,348_HET_M_imputed_intensity,350_Mut_F_imputed_intensity,351_Mut_M_imputed_intensity,352_HET_M_imputed_intensity,353_HET_F_imputed_intensity,356_WT_M_imputed_intensity,358_HET_F_imputed_intensity,359_HET_F_imputed_intensity,360_1_Mut_M_imputed_intensity,362_1_WT_M_imputed_intensity,365_Mut_F_imputed_intensity,366_HET_F_imputed_intensity,389_Mut_F_imputed_intensity,390_Mut_F_imputed_intensity,392_Mut_F_imputed_intensity,394_1_WT_M_imputed_intensity,395_HET_M_imputed_intensity,398_1_HET_M_imputed_intensity,401_1_WT_F_imputed_intensity,499_1_WT_F_imputed_intensity,500_1_HET_F_imputed_intensity
A2ALW5,18.49764193,18.78356228,16.34604491,15.85458096,17.50028637,18.57673819,18.43081002,18.15604635,19.07281176,18.49883492,18.62666599,18.68489538,18.32109211,18.04696201,18.85020279,17.81893448,18.59201839,18.68580761,18.79141349,18.86135411,18.02349059,18.3458001,18.53348276,18.62088018,18.0836487,18.89499068,18.61789227,18.86656018,19.09109852,18.83677666
A2AM29,12.20213332,10.26630219,17.76690788,14.52917758,18.38504368,12.6393741,12.10269133,10.66078202,10.43706108,13.49487476,12.12362906,12.56600503,11.12314478,13.83245394,10.72903047,11.85878135,13.62939636,11.14017331,11.68022694,10.43323771,14.61812904,11.30508121,11.37417215,10.93060994,11.5578082,11.14586377,11.35636494,10.90711532,11.20960208,10.89128559
A2AN08,22.24346859,22.22083135,21.91547762,21.86153034,21.92480769,22.26932852,21.34402424,21.38934239,22.42180841,22.21339595,22.08674943,21.729237,22.33486394,21.56984732,22.25312926,21.4567571,21.81320157,22.11134535,22.29530825,22.21052192,21.71283181,22.29872822,22.34766212,22.26707969,21.96259005,22.25756746,21.96269929,22.28356775,22.00909229,22.24296833
A2AP18,12.41211968,12.97893364,18.14901313,16.34822483,17.35058174,13.50597482,12.8608477,14.7212469,13.07669226,14.13667456,13.97738254,13.63257531,12.95095759,14.40539718,14.08738203,13.71663243,14.36379319,13.69257796,14.07653796,12.98058097,13.51420467,13.6196073,13.41176808,13.03861052,13.15258088,13.00622565,13.68889061,13.26166582,13.42296542,13.3045182
A2APB8,11.50241696,12.75375249,17.77611786,16.21718559,18.97217687,12.25597286,15.04286761,12.08793344,12.08224606,16.38281524,14.07727426,14.84740335,12.67584558,12.85483074,15.93373674,12.86865242,12.54258352,15.95528446,15.78067468,12.11856167,13.25602255,15.750846,13.05759164,12.62905263,16.11418021,10.40725034,16.67308546,13.64843879,13.07633756,11.16208349
A2APY7,19.30406919,19.77687817,17.5598664,17.3771698,16.82818395,20.12368055,12.4203597,12.8322296,19.2664004,13.00027142,19.96692303,12.17250199,19.93713555,12.77785273,12.01392983,13.95447298,18.65083959,19.56120273,19.20928312,19.93286406,18.59917614,19.81764172,19.47482443,19.89942868,20.11183348,19.47801417,20.12136752,19.39516651,19.32379213,19.84790683
A2AQ07,13.96183907,14.3736364,17.48381802,15.73689685,18.08006288,12.56909543,12.70981943,14.15635753,11.54853273,15.6849591,12.03817128,14.15239111,12.16580657,12.70614173,11.02387079,14.26446129,11.82091162,13.03969686,13.19600139,12.82943584,12.14048992,12.17198236,13.5892252,11.57690716,10.92192164,12.30923263,14.62598257,9.154778067,10.01116003,11.61381498
A2AQ19,17.20692956,17.3714835,16.57644233,15.65272188,17.46809533,17.29861877,18.99656383,18.80127762,16.72056372,17.5752301,17.21850639,18.17477483,17.42073092,18.40008184,17.1049241,19.37675174,17.39205875,17.73655281,17.7269668,17.44446007,18.08872684,17.42804157,17.2204563,17.41711877,18.10392167,17.25251327,17.87733881,17.66843872,17.47349081,17.65360594
A2AQ25,19.78818623,19.91942099,17.33450543,19.30342211,18.00014738,20.00130461,18.48849732,18.52594599,19.80124243,20.76590179,19.82893843,18.86819531,20.08452524,18.68568376,19.77681757,18.69818161,18.78862053,20.21935899,20.15681744,20.06218857,18.62449613,20.16092733,19.75425901,19.82394281,20.35222318,19.9430189,20.30826474,19.96322895,20.1623611,19.98643938
A2AQH4,12.60858182,10.15977666,18.31941848,15.69088081,16.52067017,9.923334271,13.39140991,11.364888,11.34856137,15.7749513,13.38045987,12.28366414,10.30581781,14.42955035,12.69490177,11.67175191,11.41917431,10.48838544,9.466092392,11.2970213,14.5418417,11.02727163,13.10154435,11.12871114,10.96653187,10.91330699,11.00150893,10.18914003,10.44366512,11.16196967
A2AQP0,10.02138509,15.68664614,17.87764774,15.67035202,19.0893998,13.71158354,19.76728412,19.19055987,10.96651941,18.42903805,14.97739774,19.08938713,11.74905216,19.44401447,14.93887022,19.35228102,17.7507976,10.97625062,12.61061268,12.17190023,19.23050664,11.98604204,13.76473116,12.09803567,10.19470344,12.70626249,11.99519056,10.82539429,12.09202024,11.58548456
A2AR02,18.1312436,17.71560073,17.42322432,14.20205602,17.69400022,17.36657285,18.86456278,19.41013707,17.83945151,19.32598924,17.53797607,18.04361725,17.95262231,19.12530481,17.79959419,18.30321904,18.29738097,17.23638709,18.15409391,18.45547576,18.30910154,18.29133864,17.58229496,17.43915812,17.56615025,18.11379569,18.5601002,18.92166677,19.39619024,19.41501901
A2AR50,10.26226566,10.84007567,18.25836795,14.33780345,17.11792077,10.34379939,12.16681492,13.4137457,10.39667062,11.52365622,10.52455677,15.28062661,10.64826312,15.00663709,9.899108257,13.40801966,13.93205616,10.53252263,9.606737317,11.03961764,12.66774731,10.36516016,10.61836589,10.29171564,9.678893381,10.80105123,9.910926818,10.66878509,9.710431151,9.962475629
A2ARI4,19.18862077,19.24347068,17.10325811,15.5575988,16.62087505,19.47744831,18.77100385,13.95175714,19.45965791,19.32933031,19.68732856,18.88479371,19.53721236,13.91368321,19.40405374,18.91466908,19.12336437,19.80262833,19.92482313,19.29643218,15.93804747,19.3634552,19.38951841,19.32412158,19.81010227,19.4619687,19.90184792,19.86113922,19.84805907,19.9454538
A2ARJ3,21.57730617,21.77982925,22.74295456,23.35260763,16.37641743,21.59076707,19.16445535,18.96743341,21.33954564,22.24563445,21.23926246,19.29513361,21.76750524,13.87695766,19.91783895,19.34805819,19.67488869,20.60684275,20.8931519,21.37047666,19.23777124,21.18945327,21.51804081,21.44581755,21.20025241,21.45478471,20.68233502,21.00211116,20.97752019,21.11203693
A2ARP1,17.53323499,17.40094022,19.95027665,15.17217824,16.16664872,17.76517004,13.71179532,14.07116124,17.26118459,17.74202618,17.53640357,17.54772783,17.86766508,14.15912227,17.87711331,12.61051967,12.12859661,17.68137358,17.70317159,17.6875838,17.47015796,17.4995185,17.56052629,17.51171587,17.49005907,17.69921467,17.53445269,17.75352807,17.27977508,17.59799165
A2AS89,17.81003081,18.10674497,17.46465393,15.65884769,16.23786823,18.15826189,13.7497839,13.86612621,17.84073762,14.79410662,17.3363246,16.45643777,17.63614468,13.2528122,16.92878663,12.78494435,17.67509638,17.47972053,17.19355686,18.37182549,16.71972722,18.43383535,17.33494047,17.93166038,17.79350851,17.86366481,17.83663744,17.60451945,17.62578209,17.73146292
A2ASQ1,15.43062667,15.83953625,18.37712841,14.00094781,17.50461128,15.43702013,15.278526,15.49805601,15.37258017,16.98308437,15.54476193,15.84982713,15.59637346,12.61410385,16.75182566,15.85861814,15.1039794,16.48702196,16.82585309,15.67253962,12.47693589,14.96692521,15.25818067,15.46008622,16.36043,15.49252726,16.12158826,16.71096879,16.88474755,16.65082387
A2ASS6,18.91178106,10.10309299,25.49574131,24.32946992,26.15608353,18.31778946,19.42305809,18.79816929,20.58498007,23.50479054,20.10161619,19.37347696,19.16018973,19.81141721,16.39223113,19.1998288,18.21296083,13.16909529,11.75277986,13.64480152,19.10635954,19.18020666,21.09975594,19.96125236,12.7943303,19.27293403,13.74536189,13.21947566,12.15759956,12.95939717
A2ASZ8,17.85430377,17.94429707,16.88483654,14.46978727,18.28447605,17.99406345,17.4198514,14.0347979,18.02451127,13.82822401,17.72898954,14.53685365,17.80469183,13.37327619,18.19832272,11.68594006,17.75567641,18.04852866,17.84293979,17.73634818,17.18913902,17.26171015,17.63036117,17.64497713,17.79166517,17.97319868,18.01926712,17.63803313,17.90440764,17.93352275
A2AT37,17.40497147,17.60000263,18.83366245,17.67170463,17.73110996,17.61501617,17.28562726,17.12200845,17.72675766,17.98734241,17.74216992,17.79058238,17.63978262,17.73715269,18.28550995,17.28873922,17.43427234,17.71139744,18.01108995,17.70446889,17.76718273,17.59677554,17.74414835,17.59385453,17.69647117,17.66660374,17.68308118,17.71245588,17.50895368,17.57769281
A2AUY4,16.70978048,16.93638411,16.21825186,14.7738312,16.08320281,16.97455552,19.37924463,19.96655424,16.24836252,18.4243232,17.03182901,19.33597771,16.73730082,18.99668672,17.41910656,19.55430414,17.51757068,17.26694619,18.07041062,16.89076805,17.92641773,16.8860572,16.60213398,16.51973904,17.46643033,16.97805124,17.88877754,17.48402758,17.82291242,17.57612863
A2AVR2,11.35912061,11.05142954,16.85517716,16.37171815,17.5378008,11.55760155,11.87110567,12.81146347,12.10006756,13.3107658,12.31227901,12.61369612,11.69475174,12.80914504,12.44978101,11.53350983,12.83674189,11.61773678,11.35611056,10.98150257,12.74581006,11.24133106,12.5229424,11.75081333,10.86018312,12.18559431,11.4270898,11.37335517,11.91878482,11.52407705
A2AWA9,18.12931626,18.26197658,18.8128763,14.77612249,18.55733207,18.1048982,17.03975678,17.00550083,18.25215985,18.3425494,17.80035762,17.41554528,18.12647288,17.51807401,18.08995096,17.29051777,17.32271013,18.35409939,18.31446041,18.09179426,17.25641709,18.15172439,18.16107473,18.17369146,18.09996305,18.23970999,18.05138737,18.34453254,17.96773731,18.21805889
A2AWL7,12.8222217,11.44150757,17.02859506,15.00497059,18.20743816,14.97889921,16.0003312,16.16663877,15.12960139,15.5523092,14.73263967,15.52900036,14.59830674,15.34723755,15.87486935,16.17615891,12.52501137,15.35565921,15.34136144,14.15156085,15.26903001,14.69982907,11.92202503,14.89284481,15.92450672,12.96040483,15.85665963,15.20603069,15.06547186,15.34621868
A2AWP8,16.99339588,16.64919928,18.41918311,15.67808877,18.8051956,16.55336043,15.96970956,17.02868966,17.56150051,17.06095834,17.26496902,16.22664733,16.74504336,14.18779708,17.72968476,16.94373028,16.41426269,17.5680765,18.06796525,16.65105652,14.727881,16.76455301,17.06640543,16.5168572,17.43094192,17.14633411,17.68260997,16.60890997,16.64572725,16.62598624
A2AWR3,16.76164864,16.79278499,17.10366898,15.36990736,17.77844691,16.43717825,13.48708845,15.42797223,16.63947251,15.67385094,17.27513402,14.27524187,16.9293397,15.73543211,16.7712026,17.4252229,18.16574642,16.07265815,16.27811764,16.74983207,17.59581002,16.9116619,16.82857776,16.4047257,16.41644283,16.50903052,16.22094322,16.03813791,16.29881814,16.94600351
A2AWT3,11.58960252,11.3010311,17.71316072,15.72902369,15.1047853,12.72364673,13.80474126,13.19731261,11.26073345,14.45313874,11.95638581,12.76848465,11.09038296,13.52496684,8.535368094,13.17849802,13.7805492,13.41031203,10.53286889,9.198273268,14.1732705,8.304427272,10.89307117,11.56480334,9.435886304,12.89832967,8.570101796,8.067699757,11.89398841,11.56011312
A2AX52,17.22983546,18.00842302,18.372561,20.03903807,18.08722947,16.45459242,18.86776116,19.86572032,17.91720495,20.1529217,18.11687403,19.82023968,17.49395645,18.89122934,19.41555531,18.82994189,18.98625483,18.87310402,19.20382978,16.95677329,18.89100842,16.48352009,17.2937909,17.11439435,17.20991932,17.390724,18.44856666,18.47712094,18.02777466,18.41686525
A2BDX3,16.78232317,17.28266852,17.70348218,17.38133579,17.93905627,17.5966578,16.49126062,16.40275217,17.43078646,16.85351406,17.14154602,16.71200908,17.30920574,16.22367062,16.96065917,16.49922463,16.45238549,16.93268881,17.64625832,17.12732568,16.60037565,17.52135396,17.28043752,17.16558456,17.64727398,16.97622849,17.49721903,17.22374484,17.16396771,17.19958811
A2BE28,18.15467219,18.42786977,18.04770131,18.26583937,17.62959616,17.73094477,19.77161571,19.76506295,18.43849855,19.78931888,18.50130176,19.88639984,18.03538123,19.64376759,19.23577677,19.25284542,18.87334364,18.76901652,19.12187311,18.11770475,18.79476722,17.9180359,18.374667,18.15780967,18.63619154,18.22133809,19.00624417,18.67939587,18.73919248,18.60480335
A2BH40,18.49778243,18.72102981,17.71370392,18.56593568,16.23732842,18.5864104,19.61865355,19.47030891,18.56946636,19.34032936,18.57007116,19.47421434,18.82881084,18.59025687,18.68489732,19.74185944,18.1554485,19.0680348,19.20531032,18.86950551,18.25342518,18.79339345,18.53846124,18.88326807,19.49896083,18.7088949,19.47409017,19.20746612,19.13564719,19.192562
A2CG49,20.46114367,20.03221216,16.8513913,14.75613406,17.38122478,20.55756276,19.19790653,13.81898642,19.85337589,19.33574169,19.97964617,19.19462916,20.31984068,18.88440961,19.52934907,19.14588891,19.65893734,19.63322049,19.20534897,20.10794858,19.38001369,20.39310438,19.97086069,20.23804576,18.97479789,20.2014239,19.09834395,19.71230498,19.33133143,19.69818593
A2CG63,11.52215943,11.85076388,17.51015125,15.38313165,16.99164921,11.83281878,11.55782305,13.07026869,11.83756118,12.5190311,11.5544418,12.14495568,11.76345954,12.16927241,11.69368505,12.81822372,12.38907338,12.22868075,12.59955604,11.17840184,12.16412456,11.69225278,11.57358401,11.05776794,12.44076819,11.50711633,12.49565396,12.15923987,12.5121618,11.9042569
A2RRY8,11.08168245,10.93944934,17.41337549,15.22140207,17.15630549,11.72100337,13.78216179,14.15017175,12.61736148,14.21445065,12.28999135,12.88373285,10.34769071,13.92718737,12.96261981,13.40687501,14.32764094,10.6732602,12.47976934,10.32374146,11.20002777,11.94590802,13.46748089,11.42878456,10.79054096,13.26720759,9.388375401,10.17571121,11.01534996,10.95621164
A2RSJ4,16.12997269,15.76054264,17.36772447,16.77459746,17.81570725,16.0523155,12.17765306,16.35235954,16.03911931,14.15705782,15.10581325,14.45540402,15.85305568,13.63655039,16.06895449,15.27250389,14.818805,15.39167562,15.38838523,15.01495393,13.32459654,15.59894936,15.56664014,15.63696427,15.02318086,15.63610235,15.11566939,15.58395684,15.01558368,15.0037521
A2RSQ0,19.28782392,19.375952,17.81151285,18.85885487,17.04932972,19.33568264,18.47634032,18.35809474,19.42149317,19.02388959,18.98775514,19.17151268,19.35969468,18.51817692,19.28638182,18.47363475,18.63716868,19.04122125,18.63815356,19.21383434,18.59607819,19.01809117,19.48259881,19.33956492,18.43999004,19.31187092,18.36108017,19.00334665,18.5884298,18.73548222
A2RST1,16.73628669,17.12594807,17.90900268,15.027956,17.00604028,16.93211877,17.38309921,13.91098132,17.5331685,17.60904991,17.72786062,17.80094575,17.22515438,17.13248642,17.62660428,17.14330333,12.11970797,17.45647677,17.62121444,16.30772983,17.38949792,16.3774123,16.70608877,16.82164071,17.45479047,17.54247421,17.13868151,17.01292314,17.33268748,16.78419206
A2RSX7,13.46453702,12.33494059,17.61758904,15.55411763,16.42585282,13.02123766,13.24373354,12.80460176,10.04192419,13.26583636,11.16802908,14.48545818,12.72525152,13.46459662,11.80252893,13.62818,14.25877171,12.39698499,13.26766718,13.24431613,14.88315459,12.58815017,13.20854494,12.37481639,13.09772699,12.94163281,12.42268509,13.37007592,12.26927376,12.6381605
A2RSY1,15.05161373,14.38764529,18.36850411,16.21945339,17.60017831,14.60016046,14.76907809,14.54265721,14.96365573,16.62130039,14.95131898,14.85356672,14.83931964,14.10939275,14.5277816,14.9047703,12.93313961,14.9531671,15.24816414,14.37252444,11.08886345,14.74751399,15.18852645,14.96942501,15.34821887,14.51016471,15.33389661,15.18390802,14.93512816,14.705547
A2RSY6,18.17179183,18.16105338,17.81447931,19.08136786,19.22141648,18.10015706,19.0880565,19.17044996,18.29413576,19.31748462,17.99400745,18.57319244,18.32867711,18.6990326,18.58218153,18.71335621,18.28195906,18.19816028,18.48099421,18.11006616,18.2231246,17.96152128,17.91859791,18.17224713,18.63298011,18.15104271,18.33140907,18.41325016,18.21414966,18.33497902
A2RT67,18.9755857,18.81619707,18.28276927,14.80666313,17.87315648,18.89354142,18.61670005,18.30296078,19.27096153,18.49289255,18.81156601,18.13483823,18.88226666,17.92057639,19.23937408,18.41091411,18.16588683,18.46743168,18.70047892,18.71677655,18.50448315,18.71151166,19.0698025,18.93281819,18.06777539,18.95538124,18.11882649,18.14354772,18.02176925,18.21163439
A2RTL5,16.55360925,16.32151178,16.18809221,16.88388722,17.88811915,16.59702131,13.89487752,15.7426147,15.35940521,13.4754792,16.32331601,14.56098216,15.74239193,14.55090697,15.00478004,15.20925009,13.70819559,15.78548211,15.35539815,16.63613563,14.47871149,15.71780984,15.20821504,11.69048233,16.53736795,16.19291324,16.59281076,15.60258787,14.29223332,16.19703953
A3KGB4,19.53593531,19.61437103,18.08364783,19.01208293,18.33322307,19.84289097,18.58627519,18.34535639,19.44458506,18.97509722,19.17307948,18.94016998,19.69349757,18.54794898,19.20715122,18.58100532,18.67913779,19.41146369,19.4855777,19.69233998,18.86455011,19.69068586,19.71150687,19.53834743,19.1343602,19.46890812,19.05727305,19.58639402,19.03255119,19.53484202
A3KGF7,10.96493794,12.44509526,17.2623923,16.13420547,15.7708957,9.977391422,12.95246041,13.53974133,12.86620038,13.42002071,14.06640207,12.9317245,15.54284347,15.87293829,12.26734545,12.74829839,13.21500772,15.57994544,12.4219818,16.52214466,13.47252071,12.01807356,11.43479365,13.24388603,15.54885155,14.33415381,15.95495281,14.99247886,11.99782755,16.46717208
A3KGS3,17.89473542,17.63178019,17.37295628,17.39292775,17.4999343,17.77370415,16.81619702,17.14010281,17.96244371,18.07449268,17.60001236,17.57751523,17.71363054,16.95588545,18.06438676,17.28347271,17.27931799,17.84703487,17.89815791,17.61400482,17.30222807,17.79797973,17.79818546,17.57402008,17.57172797,17.79237963,17.5133506,17.59104065,17.26217934,17.34129859
A3KMP2,18.65613221,18.97103162,17.63681872,14.79470997,16.5141345,19.70910256,16.75887408,16.75993868,18.55192941,13.23642666,18.24728714,16.42951201,19.05613157,17.14860986,16.98041823,17.02230939,17.40665958,18.51957089,18.04783296,19.42074735,17.92383033,19.64453786,18.33935528,19.02305269,19.42372008,18.66256848,18.74125916,18.89190529,18.27000977,18.92101345
A4UUI3,11.85710873,11.68944273,17.42696579,15.96490202,17.91483715,15.3382913,13.87143039,12.23883587,12.23990596,14.59657654,11.22537562,13.14914792,13.56251077,13.22395172,13.24835275,11.66951446,14.83664613,11.72687789,11.65347722,11.83104752,14.34207895,11.09958071,12.36056961,12.6567863,11.80615211,12.70973326,13.19557301,12.6548263,12.6581625,11.53816054
A6H5X4,10.2741157,9.446907883,17.95224501,15.45367647,17.53367143,11.84030123,13.57269005,14.07913905,10.21701391,11.60002324,10.82773178,12.43417126,9.574296995,12.32927228,11.62794988,12.51178747,13.05883202,8.997972871,9.955392707,8.70437261,12.04132987,10.40465985,10.94421882,10.02248873,9.908518088,11.40316863,10.42432085,10.64567659,11.31531316,10.14529759
A6H5Y3,12.94432276,12.39116368,13.52040499,13.27683833,13.48442889,12.88512619,11.7938011,13.72266238,12.73228064,13.13386031,13.73395833,13.17997662,12.92910518,13.57133204,13.98047589,13.37017065,12.76026843,13.0550025,13.22761462,12.9982901,14.32657211,10.00782882,12.71906923,12.75034939,12.58857218,12.98445802,13.42576325,13.27903866,13.2537697,13.26505697
A6H5Z3,17.03850769,16.63238494,17.34882604,15.85670788,16.70557462,17.26645956,15.57646398,13.81884347,17.30388121,14.92066938,16.98064175,14.12235703,17.22265218,14.00290411,16.89964349,15.97289609,11.95326211,16.74917614,17.31923897,17.26127671,12.1730288,17.00489229,16.53656359,17.10828216,16.81100345,17.26363452,16.60741393,17.11787572,17.08612358,16.94884416
A6H611,17.11329679,17.16042225,17.71396958,15.54807962,17.20381865,17.40991597,13.56448102,15.81069783,16.91519825,13.13592225,17.13967963,12.83272563,17.21422733,15.60217768,16.43520763,15.80973962,16.3981735,17.36953295,17.53227851,17.13490255,16.14855051,17.16482795,16.84810337,16.91025845,17.74805579,16.83138135,17.64013573,16.98005772,16.94358413,17.11624295
